NAME	SMILE Format
^a-<h3>L<h0>-Fucopyranosyl-(1~r2)-^b-<h3>D<h0>-galactopyranosyl-(1~r3)-2-amino-2-deoxy-<h3>D<h0>-glucose	OC1C2C(COC(C3=CC=CC=C3)O2)OC(C1OC(C(C(OCC4=CC=CC=C4)C5OCC6=CC=CC=C6)OCC7=CC=CC=C7)OC5C)OC8C9OC(C%10=CC=CC=C%10)OCC9OC(OCC%11=CC=CC=C%11)C8NC(C)=O
[<h3>D<h0>-Asp<p1>3<p0>,(<h1>E<h0>)-Dhb<p1>7<p0>]Microcystin HtyHty	COC(C(C)/C=C(C)/C=C/C(C(C)C(NC(C(O)=O)CCC(N/C(C(NC(C)C1=O)=O)=C/C)=O)=O)NC(C(CCC2=CC=C(O)C=C2)NC(CC(C(O)=O)NC(C(N1)CCC3=CC=C(O)C=C3)=O)=O)=O)CC4=CC=CC=C4
Antibiotic PAX 3	NCCCCC(C(NC(CCCCNC(C(CCCCN)NC1=O)=O)C(NC(CCCCN)C(NC(C(NC1CCCCN)=O)CCCCN)=O)=O)=O)NC(CNC(CC(O)CCCCCCCCCC(C)C)=O)=O
Celogentin A	O=C(NC(C(C)C)C(NC(CC1=C(N2C=C3N=C2)NC4=CC(C(C(C)C)C5NC(C(N6)CCC6=O)=O)=CC=C41)C(NC(C(NC(C3)C(NC(C(O)=O)CC7=CNC=N7)=O)=O)CCCNC(N)=N)=O)=O)C(NC5=O)CC(C)C
Nostopeptolide A<p2>2<p0>	CC(C)C(NC(CCC)=O)C(NC(C(N1CC(C)CC1C(NC(CC(C)C)C(CC(NC(CC(C)C)C(NC2)=O)=O)=O)=O)=O)COC(C3CCCN3C(C(CC4=CC=C(O)C=C4)NC(C(CC(N)=O)NC2=O)=O)=O)=O)=O
Perthamide C	O=C(NC(C(NC(CCC(C)C)C(C(N/C(C(N(CC(NC(C(OS(=O)(O)=O)C(NC(N)=O)=O)C1=O)=O)C)=O)=C/C)=O)O)=O)CC(N)=O)C(NC(C2N(C(C(C(C)OC)N1)=O)CC(C)C2)=O)CC3=CC=CC=C3O
Microcystin	COC(C(C)/C=C(C)/C=C/C(C(C(NC(CCC(N(C)C(C(NC(C)C1=O)=O)=C)=O)C(O)=O)=O)C)NC(C(CCCNC(N)=N)NC(C(C)C(C(O)=O)NC(C(N1)CC2=CNC3=C2C=CC=C3)=O)=O)=O)CC4=CC=CC=C4
Antibiotic A 94964	OC1C(O)C(N2C=CC(NC2=O)=O)OC1CC(OC3OC(CO)C(O)C(O)C3O)C(C(O)=O)OP(O)(OC4OC(CO)C(O)C(O)C4NC(CNC(/C=C/C(C)=C/C(CCCCCCCC(C)CC)C)=O)=O)=O
Kapakahine C	O=C(NC(C(N1CCCC1C(NC(C(C)CC)C(NC2C(N(C(CC3=CC=C(O)C=C3)C4=O)C(N4C5=C6C=CC=C5)C6(N7C8=C9C=CC=C8)C2)=O)=O)=O)=O)C(C)C)C%10CCCN%10C(C(C(C)CC)NC(C%11NC7C9(O)C%11)=O)=O
Pompanopeptin A	BrC1=CC(CC(C(NC(C(C)C)C(OC(C)C(C2=O)NC(C(NC(CCC)=O)CCS(C)=O)=O)=O)=O)N(C)C(C(N3C(O)CCC(NC(C(CCCNC(N)=N)N2)=O)C3=O)C(CC)C)=O)=CC=C1OC
Muraymycin A	OC(C(C(C)C)NC(NC(C(N1)CCNC1=N)C(NC(C(OC(CCCCCCCCCCCCN(O)C(N)=N)=O)C(C)C)C(NCCCNC(C(C2C(O)C(O)C(N(C(N3)=O)C=CC3=O)O2)O)C(O)=O)=O)=O)=O)=O
[<h1>Hap<h0><p1>2<p0>]Didemnin B	O=C1C(CC2=CC=C(OC)C=C2)N(C)C(C3N(C(C(CC(C)C)NC(C(C(COC(CC(O)C(NC(C(NC(C(CC(C)C)N(C)C(C4CCCN4C(C(O)C)=O)=O)=O)C(C)O1)=O)C(C)CC)=O)=O)C)=O)=O)CCC3)=O
Nordidemnin B	O=C(OC(C(NC(C(N(C(C1CCCN1C(C(O)C)=O)=O)C)CC(C)C)=O)C(NC2C(C)C)=O)C)C(NC(C3N(CCC3)C(C(NC(C(C(C(C(C)C)OC(CC2O)=O)=O)C)=O)CC(C)C)=O)=O)CC4=CC=C(O)C=C4
Micropeptin 478A	N=C(N)NCCCC(C(NC(CCC1O)C(N1C(C(C)CC)C(N(C)C(C(NC(C(OC(C2NC(C(COS(=O)(O)=O)OS(=O)(O)=O)=O)C)=O)C(CC)C)=O)CC3=CC=C(OC)C(Cl)=C3)=O)=O)=O)NC2=O
Anabaenopeptilide 202A	O=CN1C(C(NC(CCC(N)=O)C(NC2C(NC(CCC3=CC=C(O)C=C3)C(NC4C(N(C(C(C)O)C(N(C)C(C(NC(C(OC2C)=O)C(CC)C)=O)CC5=CC=C(O)C(Cl)=C5)=O)C(O)CC4)=O)=O)=O)=O)=O)CCC1
Pseudobactin B	OC(C)C(C(NC(C(NC1C(N(O)CCC1)=O)=O)C)=O)NC(C(C)NC(C(C(C(O)=O)O)NC(C(N)CCCCNC(C2N(C(C=C(O)C(O)=C3S(=O)(O)=O)=C3CC4NC(CCC(N)=O)=O)C4=NCC2)=O)=O)=O)=O
Iturin A6; Iturin AL-5; 1OW-6; 10W-1-10W-8 (mixture); Iturin A (mixture); KRF-001 D	O=C1N(CCC2)C2C(NC(CC(N)=O)C(NC(CO)C(NC(CCCCCCCCCCC(C)C)CC(NC(CC(N)=O)C(NC(CC(C=C3)=CC=C3O)C(NC(CC(N)=O)C(NC1CCC(N)=O)=O)=O)=O)=O)=O)=O)=O
Iturin A7; Iturin AL-6; 1OW-7; 10W-1-10W-8 (mixture); Iturin A (mixture); KRF-001 E	O=C1N(CCC2)C2C(NC(CC(N)=O)C(NC(CO)C(NC(CCCCCCCCCCCCC)CC(NC(CC(N)=O)C(NC(CC(C=C3)=CC=C3O)C(NC(CC(N)=O)C(NC1CCC(N)=O)=O)=O)=O)=O)=O)=O)=O
Mycosubtilin I	O=C1N(CCC2)C2C(NC(CO)C(NC(CC(N)=O)C(NC(CCCCCCCCCCCCC)CC(NC(CC(N)=O)C(NC(CC(C=C3)=CC=C3O)C(NC(CC(N)=O)C(NC1CCC(N)=O)=O)=O)=O)=O)=O)=O)=O
Aureobasidins	CC(C(OC1=O)C(N(C)C(C(C)C)C(NC(C(N(C)C(CC2=CC=CC=C2)C(N3C(C(NC(C(C)CC)C(NC(C(C)C)C(NC(CC(C)C)C(N(C)C1C(C)C)=O)=O)=O)=O)CCC3)=O)=O)CC4=CC=CC=C4)=O)=O)CC
Muraymycin C<p2>1<p0>	OC(C(C(C)C)NC(NC(C(N1)CCNC1=N)C(NC(C(OC(CCCCCC(C)C)=O)C(C)C)C(NCCCNC(C(C2C(O)C(O)C(N(C(N3)=O)C=CC3=O)O2)OC4OC(CN)C(O)C4O)C(O)=O)=O)=O)=O)=O
Bacillomycin F1	O=C1N(CCC2)C2C(NC(CC(N)=O)C(NC(C(C)O)C(NC(CCCCCCCCCC(C)C)CC(NC(CC(N)=O)C(NC(CC(C=C3)=CC=C3O)C(NC(CC(N)=O)C(NC1CCC(O)=O)=O)=O)=O)=O)=O)=O)=O
Bacillomycin F2	O=C1N(CCC2)C2C(NC(CC(N)=O)C(NC(C(C)O)C(NC(CCCCCCCCC(C)CC)CC(NC(CC(N)=O)C(NC(CC(C=C3)=CC=C3O)C(NC(CC(N)=O)C(NC1CCC(O)=O)=O)=O)=O)=O)=O)=O)=O
Sanglifehrin A	OC1=CC=CC(CC(C(N2NC3CCC2)=O)NC(C(C(C)C)NC(C(CCC(C)=O)C(O)C(C(O)/C=C/C=C/CC(OC3=O)/C(C)=C/C=C/CCC(C)C(CC4C(C)C=C(C)C(C(C)CC(CC)C5=O)(N5)O4)O)C)=O)=O)=C1
Pyoverdin G4RA	O=C(CCC(N)=O)NC1=CC(C=C(O)C(O)=C2)=C2N3C1=NCCC3C(NC(C(NC(CCCN)C(NC(C(C(O)=O)O)C4=NCCC(C(NCC(NC(CO)C(NC5C(N(O)CCC5)=O)=O)=O)=O)N4)=O)=O)CC(O)=O)=O
Aeruginopeptin 917S-A	OC1=CC=C(CC(NC(C(NC(C(NC(C(O)CC2=CC=C(C=C2)O)=O)CCC(N)=O)=O)C(OC3=O)C)=O)C(NC(C4=O)CCC(N4C(C(N(C)C(C(NC3C(C)CC)=O)CC5=CC=C(O)C=C5)=O)CC(C)C)O)=O)C=C1
[<h3>D<h0>-Asp<p1>3<p0>,(<h1>E<h0>)-Dhb<p1>7<p0>]Microcystin HtyR	O=C(C(C(NC(C(CCCNC(N)=N)NC(CC(C(O)=O)NC(C(N1)CCC2=CC=C(O)C=C2)=O)=O)=O)/C=C/C(C)=C/C(C)C(OC(C)=O)CC3=CC=CC=C3)C)NC(CCC(N/C(C(NC(C)C1=O)=O)=C/C)=O)C(O)=O
Aureobasidins	CC(C)C(OC1=O)C(N(C)C(C(C)C)C(NC(C(N(C)C(CC2=CC=CC=C2)C(N3C(C(NC(C(C)C)C(N(C)C(C(C)C)C(NC(CC(C)C)C(N(C)C1C(C)(O)C)=O)=O)=O)=O)CCC3)=O)=O)CC4=CC=CC=C4)=O)=O
Pyoverdin G4RA	O=C(CCC(O)=O)NC1=CC(C=C(O)C(O)=C2)=C2N3C1=NCCC3C(NC(C(NC(CCCN)C(NC(C(C(O)=O)O)C4=NCCC(C(NCC(NC(CO)C(NC5C(N(O)CCC5)=O)=O)=O)=O)N4)=O)=O)CC(O)=O)=O
Pyoverdin R_p	O=C(CCC(C(O)=O)=O)NC(C1=NCCC(C(NC(C2=NCCC(C(NC(CCCN(O)C=O)C(NC(CCC(N)=O)C(NC(C(NCC(O)=O)=O)CCCN(O)C=O)=O)=O)=O)N2)CO)=O)N31)=CC4=C3C=C(O)C(O)=C4
Hofmannolin	CCC(C)C(O)C(NC(CCC(O)=O)C(NC(C(NC(CC1=CC=C(O)C=C1)C(NC2C(N(C3CC4=CC=C(OC)C=C4)C(O)CC2)=O)=O)=O)C(C)OC(C(C(C)C)NC(C(CC5=CC=C(O)C=C5)N(C)C3=O)=O)=O)=O)=O
A-30912-H; A-42355	O=C([C@@]([C@](C)([H])O)([H])NC1=O)N(C[C@H](O)C2)[C@]2([H])C(N[C@]([C@H](O)[C@@H](O)C(C=C3)=CC=C3O)([H])C(N[C@@H]([C@@H](C)O)C(N(C[C@@H]4C)[C@@H]([C@H]4O)C(N[C@H](OC)[C@H](O)C[C@@H]1NC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O)=O)=O)=O
Echinocandin-A; A-32204-A	O=C(C(C(C)O)NC([C@@]([C@H](O)[C@@H](O)C(C=C1)=CC=C1O)([H])NC2=O)=O)N(C[C@H](C)[C@@H]3O)[C@]3(C)C(N[C@H](O)[C@H](O)C[C@H](NC(CCCCCCC/C=C\C/C=C\CCCCC)=O)C(N[C@]([C@@H](C)O)([H])C(N(C4)[C@@]2([H])C[C@H]4O)=O)=O)=O
Antibiotic A 30912	CCCCC/C=C/C/C=C/CCCCCCCC(NC(C(NC(C(N1CC(CC1C(NC(C(N2)=O)C(C(O)C3=CC=C(O)C=C3)O)=O)O)=O)C(O)C)=O)CC(C(NC(C4N(C(C2C(O)C)=O)CC(C4O)C)=O)O)OC)=O
Cyclolinopeptide B	O=C(C(C(C)CC)NC(C(CC(C)C)NC(C(CCS(C)=O)NC(C(NC(C(C(C)C)NC(C(CC1=CC=CC=C1)NC2=O)=O)=O)C(C)CC)=O)=O)=O)N3CCCC3C(N4CCCC4C(NC2CC5=CC=CC=C5)=O)=O
Cephabacin M	NC(C(O)=O)CCCC(NC1(OC)C(N2C1SCC(COC(CC(O)C(NC(C(C(C)C)NC(C(NC(C(NC(C(N)CCCNC(C(CO)N)=O)=O)C(C)C)=O)CCCN)=O)=O)CC(N)=O)=O)=C2C(O)=O)=O)=O
Isopyoverdin Pp BTP 1	ON1CCCC(NC(C(CO)NC(C(CCCN(O)C(C)=O)NC(C(CC(O)=O)NC(C(C)NC(C(CC(O)=O)NC(C2CCN(C(C=C(O)C(O)=C3)=C3C=C4NC(CCC(N)C(O)=O)=O)C4=N2)=O)=O)=O)=O)=O)=O)C1=O
Aeruginopeptin 917S-A	OC1=CC=C(CC(N(C2=O)C)C(NC(C(CC)C)C(OC(C)C(C(NC(CC3C=CC(O)CC3)C(NC4C(N(C2CC(C)C)C(O)CC4)=O)=O)=O)NC(C(CCC(N)=O)NC(C(O)CC5=CC=C(O)C=C5)=O)=O)=O)=O)C=C1
Pseudoalterobactin A	OC1=C(O)C(C(NCCCCC(N)C(O)CC(NC(CC(N)=O)C(NC(C(C(O)=O)O)C(NC(C(NC(CCCCN)C(NC(C(O)C(O)=O)C(NC2)=O)=O)=O)CCCCNC2=O)=O)=O)=O)=O)=CC=C1S(=O)(O)=O
Thalassospiramide B	CN(C(C(NC(/C=C/C(NC(C(C(C)C)NC(CC(O)C(NC(C(NC(CC(O)C(NC(C/C=C/CCCCCC)=O)CC1=CC=C(O)C=C1)=O)C(C)C)=O)CO)=O)=O)COC2=O)=O)C(C)C)=O)C2CC3=CC=C(O)C=C3
Barangamides	CC(C(N(C(C(CC(C)C)NC(CCNC(C(NC(C(N(C(C(NC(CCNC(C(C)NC(C(C(C)C)N(C)C(C(C(C)CC)NC(CCN1)=O)=O)=O)=O)=O)CC(C)C)=O)C)C(C)C)=O)C(C)O)=O)=O)=O)C)C1=O)CC
<h1>Bacillus pumilus<h0> KMM 1364 Lipodepsipeptides	O=C(NC(CCC(O)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CC(C)C)C1=O)=O)=O)=O)CC(CCCCCCCCCCCC(C)C)OC(C(C(C)CC)NC(C(CC(C)C)NC(C(CC(O)=O)N1)=O)=O)=O
Micropeptin 88B	CCCC(NC(CC1=CC=C(O)C=C1)C(NC(C(O)=O)CCC(NC(C(NC2CCC(O)=O)=O)C(C)OC(C(NC(C(CC3=CC=CC=C3)N(C)C(C(N4C(O)CCC(NC2=O)C4=O)C(C)C)=O)=O)C(CC)C)=O)=O)=O)=O
Cryptocandin	OC(C=C1)=CC=C1C(O)C(O)C(NC(C2N(C(C(N3)C(C)O)=O)CC(O)C2)=O)C(NC(C(N4CC(CO)C(O)C4C(NC(O)C(CC(NC(CCCCCCCCCCCCCCC)=O)C3=O)O)=O)=O)CCC(N)=O)=O
Pneumocandin A<p2>0<p0>	OC1=CC=C(C(O)C(O)C2C(NC(C(N(C3C(NC(O)C(O)CC(NC(CCCCCCCCC(C)CC(CC)C)=O)C(NC(C(O)C)C(N4C(CC(O)C4)C(N2)=O)=O)=O)=O)CC(C3O)C)=O)C(CC(N)=O)O)=O)C=C1
Nostofungicidine	OC(C1=CC=C(O)C=C1)C(C(NC(C(O)C(N)=O)C(NC2C(C(N)=O)O)=O)=O)NC(C(NC(C3CC(O)CN3C(C(NC(CNC(CC(CCC(O)CCCCCCCCCCCC)NC2=O)=O)=O)CO)=O)=O)CO)=O
Prenylagaramide A	O=C(C(CC1=CC=CC=C1)NC(C(NC(CNC(C(NC(CNC(C(CC2=CC=C(OCC=C(C)C)C=C2)NC3=O)=O)=O)C(O)C)=O)=O)CCC(O)=O)=O)NC(CC4=CC=CC=C4)C(NC(CC(N)=O)C(N5C3CCC5)=O)=O
Pneumocandin A<p2>0<p0>	OC1=CC=C(C(O)C(O)C2C(NC(C(N3C(C(NC(C(O)CC(NC(CCCCCCCCC(C)CC(CC)C)=O)C(NC(C(O)C)C(N4C(CC(O)C4)C(N2)=O)=O)=O)O)=O)CC(C3O)O)=O)C(CC(N)=O)O)=O)C=C1
Nostopeptolide A<p2>1<p0>	CC(CC)C(NC(CCC)=O)C(NC(C(N1CC(C)CC1C(NC(CC(C)C)C(CC(NC(CC(C)C)C(NC2)=O)=O)=O)=O)=O)COC(C3CCCN3C(C(CC4=CC=C(O)C=C4)NC(C(CC(N)=O)NC2=O)=O)=O)=O)=O
Pleofungin C	CC(CC(OC(C(C(C)C)OC(C(C(OC(C(CC(C)C)N(C)C(C(C)NC(C(N(C)C(C(NC1=O)C(C)O)=O)C(C)C)=O)=O)=O)C)NC(C(C(C)CC)NC)=O)=O)=O)C(NC(C(C)C)C(N(C)C1CC(C)C)=O)=O)C
Pleofungin D	CC(CC(OC(C(C(C)C)OC(C(C(OC(C(CC(C)C)N(C)C(C(C)NC(C(N(C)C(C(NC1=O)CO)=O)C(C)C)=O)=O)=O)C)NC(C(C(C)CC)NC)=O)=O)=O)C(NC(C(C)CC)C(N(C)C1CC(C)C)=O)=O)C
Phenelfamycin	C/C=C\C=C\C(C(C)(C1OC(CC2=CC=CC=C2)=O)C)OC(C(C(NC/C=C/C=C(C(C(C(CC3O)OC3/C=C/C=C/C=C/C(O)=O)C)OC)\C)=O)COC(OC4C)CC(OC)C4OC(OC5C)CC(C5O)OC)(C1O)O
Sulcaceramide	O=C(C(CCCCCCCCCCCCCCCCCCCC)O)NC(C(O)C(CCCCCCCCCCCC)O)CO[C@@H]1O[C@H](CO)C(OC2OC(CO)C(O)C(O)C2O)[C@@H](OC3OC(C)C(O)C(O)C3O)C1
Aureobasidins	CC(C(OC1=O)C(N(C)C(C(C)C)C(NC(C(N(C)C(CC2=CC=CC=C2)C(N3C(C(NC(C(C)CC)C(N(C)C(C(C)C)C(NC(CC(C)C)C(N(C)C1C(C)=C)=O)=O)=O)=O)CCC3)=O)=O)CC4=CC=CC=C4)=O)=O)CC
Didemnin B	O=C(OC(C)C(C(N1)=O)NC(C(N(C(C2CCCN2C(C(O)C)=O)=O)C)CC(C)C)=O)C(NC(C3N(CCC3)C(C(NC(C(C)C(C(C(C)C)OC(CC(O)C1C(C)CC)=O)=O)=O)CC(C)C)=O)=O)CC4=CC=C(O)C=C4
QN-Triostin-A	O=C(C(CSSC1)N(C)C(C(C)NC(C2NC(C3=CC(C=CC=C4)=C4N=C3)=O)=O)=O)N(C)C(C(C)C)C(OCC(NC(C5=CN=C6C=CC=CC6=C5)=O)C(NC(C)C(N(C)C1C(N(C)C(C(C)C)C(OC2)=O)=O)=O)=O)=O
Iturin A8; 1OW-8; 10W-1-10W-8 (mixture); Iturin A (mixture)	O=C1N(CCC2)C2C(NC(CC(N)=O)C(NC(CO)C(NC(CCCCCCCCCCCCCC)CC(NC(CC(N)=O)C(NC(CC(C=C3)=CC=C3O)C(NC(CC(N)=O)C(NC1CCC(N)=O)=O)=O)=O)=O)=O)=O)=O
Substance D; RP-11072-D;	O=C(C(C(C)C)N(C)C(C(CC(C)C)NC(C1N(CCC1)C(C(CC(C)C)NC(C(N(C)C(C2N(CCC2)C(C(C(C)C)N(C)C(C)=O)=O)=O)C(C)OC3=O)=O)=O)=O)=O)N(CCC4)C4C(N(C)C(CC(C)C)C(NC3)=O)=O
Aureobasidins	CC(C(OC1=O)C(N(C)C(C(C)C)C(NC(C(N(C)C(CC2=CC=CC=C2)C(N3C(C(NC(C(C)CC)C(N(C)C(C(C)C)C(NC(CC(C)C)C(N(C)C1C(C)C)=O)=O)=O)=O)CCC3)=O)=O)CC4=CC=CC=C4)=O)=O)CC
Loihichelins	ON1C(C(NC(C(CO)NC(/C(NC(C(CCCN(C(C)=O)O)NC(C(NC(C(CCC(N)=O)NC(C(CO)NC(C(C(C(O)=O)O)NC(CCC/C=C\CCCCCC)=O)=O)=O)=O)CO)=O)=O)=C/C)=O)=O)CCC1)=O
Muraymycin C<p2>1<p0>	OC(C(C(C)C)NC(NC(C(N1)CCNC1=N)C(NC(C(OC(CCCCCC(C)C)=O)C(C)C)C(NCCCNC(C(C2C(O)C(O)C(N(C(N3)=O)C=CC3=O)O2)OC4OC(CN)C(O)C4OC)C(O)=O)=O)=O)=O)=O
NX-Triostin-A	O=C(C(CSSC1)N(C)C(C(C)NC(C2NC(C3=CC(C=CC=C4)=C4N=C3)=O)=O)=O)N(C)C(C(C)C)C(OCC(NC(C5=CN=C6C=CC=CC6=N5)=O)C(NC(C)C(N(C)C1C(N(C)C(C(C)C)C(OC2)=O)=O)=O)=O)=O
Bacillomycin F3	O=C1N(CCC2)C2C(NC(CC(N)=O)C(NC(C(C)O)C(NC(CCCCCCCCCCC(C)C)CC(NC(CC(N)=O)C(NC(CC(C=C3)=CC=C3O)C(NC(CC(N)=O)C(NC1CCC(O)=O)=O)=O)=O)=O)=O)=O)=O
Bacillomycin F4	O=C1N(CCC2)C2C(NC(CC(N)=O)C(NC(C(C)O)C(NC(CCCCCCCCCCCCC)CC(NC(CC(N)=O)C(NC(CC(C=C3)=CC=C3O)C(NC(CC(N)=O)C(NC1CCC(O)=O)=O)=O)=O)=O)=O)=O)=O
Sanglifehrin C	OC1=CC=CC(CC(C(N2NC(C(O3)=O)CCC2)=O)NC(C(NC(C4CC(C)C(OC)OC4C(C(O)/C=C/C=C/CC3/C(C)=C/C=C/CCC(C)C(O)CC5C(C)C=C(C)C(C(C)CC(CC)C6=O)(N6)O5)C)=O)C(C)C)=O)=C1
Triostin-A	O=C(C(CSSC1)N(C)C(C(C)NC(C2NC(C3=CN=C4C=CC=CC4=N3)=O)=O)=O)N(C)C(C(C)C)C(OCC(NC(C5=NC(C=CC=C6)=C6N=C5)=O)C(NC(C)C(N(C)C1C(N(C)C(C(C)C)C(OC2)=O)=O)=O)=O)=O
2-L-Valine-9-L-serinepolypeptin A; BMY 28160; Bu 2611	O=C(C(NC1=O)C(C)C)NC(CC(C)C)C(NC(CO)C(OC(C(C)CC)CC(NC(CCN)C(NC(C(C)C)C(NC(CCN)C(NC(CC2=CC=CC=C2)C(NC(CC(C)C)C(NC1CCN)=O)=O)=O)=O)=O)=O)=O)=O
Permetin A	O=C(C(NC1=O)CC(C)C)NC(CCN)C(NC(C(C)C)C(NC(CC(C)C)C(NC(C(OC(C(C)CC)CC(NC(CCN)C(NC(C(C)C)C(NC(CCN)C(NC1CC2=CC=CC=C2)=O)=O)=O)=O)=O)CO)=O)=O)=O
Aureobasidins	CC(C(OC1=O)C(NC(C(C)C)C(NC(C(N(C)C(CC2=CC=CC=C2)C(N3C(C(NC(C(C)CC)C(N(C)C(C(C)C)C(NC(CC(C)C)C(N(C)C1C(C)(O)C)=O)=O)=O)=O)CCC3)=O)=O)CC4=CC=CC=C4)=O)=O)CC
Calyculin J	OC(C(NCCC(C)C1=NC(/C=C/CC2OC3(C(C)(C)C(OP(O)(O)=O)C(C(OC)CC(O)C(C)C4OC(/C(C)=C/C=C/C(C)=C\C#N)(C)C(Br)C4C)O3)CC(O)C2C)=CO1)=O)C(O)C(N(C)C)COC
Azotobactin Pch 9446	O=C1N(CCC2C(NC(CO)C(NC(CCCCN)C(NCC(NC(CCCN(O)C=O)C(NC3C(NC(C(NC(CO)C(NCCCC3)=O)=O)CCCN(O)C=O)=O)=O)=O)=O)=O)=O)C4=[N+]2C5=C(C=C4N1)C=C(O)C(O)=C5
Loihichelins	ON1C(C(NC(C(CO)NC(/C(NC(C(CCCN(C(C)=O)O)NC(C(NC(C(CCC(N)=O)NC(C(CO)NC(C(C(C(O)=O)O)NC(CCCCCCCCCCC)=O)=O)=O)=O)CO)=O)=O)=C/C)=O)=O)CCC1)=O
Oscillapeptin F	O=C(C(CCC1=CC=C(O)C=C1)NC(C(OC)COS(=O)(O)=O)=O)NC(C(NC(CCCCN)C(NC2C(N(C(C(CC)C)C(N3C)=O)C(O)CC2)=O)=O)=O)C(OC(C(C(C)CC)NC(C3CC4=CC=CC=C4)=O)=O)C
Cyclolinopeptide B	O=C(C(C(C)CC)NC(C(CC(C)C)NC(C(CCS(C)(=O)=O)NC(C(NC(C(C(C)C)NC(C(CC1=CC=CC=C1)NC2=O)=O)=O)C(C)CC)=O)=O)=O)N3CCCC3C(N4CCCC4C(NC2CC5=CC=CC=C5)=O)=O
Sanglifehrin A	OC1=CC=CC(CC(C(N2NC3CCC2)=O)NC(C(C(C)C)NC(C(CCC(C)=O)C(O)C(C(O)/C=C/C=C/CC(OC3=O)/C(C)=C/C=C/CCC(C)C(CC4C(C)C(O)C(C)C(C(C)CC(CC)C5=O)(N5)O4)O)C)=O)=O)=C1
Leucinostatin D	CCC(C)/C=C/C(N1C(C(NC(C(NC(C(NC(C)(C(NC(CC(C)C)C(NC(CC(C)C)C(NC(C)(C(NC(C)(C(NCCC(NC(CNC)C)=O)=O)C)=O)C)=O)=O)=O)C)=O)C(C(C)C)O)=O)CC(C)C)=O)CCC1)=O
Azoverdin A	ON(C(C)=O)CCCC(C(O)=O)NC(C(CO)NC(C(CCCN(O)C(C)=O)NC(C1N=C(C(CCO)NC(C(CCO)NC(C2NC3=[N+](C(C=C(O)C(O)=C4)=C4C=C3NC(CCC(N)=O)=O)CC2)=O)=O)NCC1)=O)=O)=O
Pyoverdin PS 6.10	OC1=CC2=C(C=C(NC(CCC(N)=O)=O)C3=NCCC(C(NC(C)C(NC(CCCN)C(NC(C(C(O)=O)O)C(NC(CCN)C(NC(CCCN(O)C(C)=O)C(NC(C(O)=O)CCCCN)=O)=O)=O)=O)=O)=O)N23)C=C1O
Aquachelins	OC(C(C(NC(CO)C(NC(CO)C(NC(CCC(N)=O)C(NC(CCCN(O)C(C)=O)C(NC(CO)C(NC(CCCN(O)C(C)=O)C(O)=O)=O)=O)=O)=O)=O)=O)NC(CCCCC/C=C/CCCCCC)=O)C(O)=O
Pyoverdin Pa TII	ON1CCCC(NC(C(CO)NC(C(NC(CNC(C(CCCN)NC(C(CCCN(O)C=O)NC(C(NC(C2N(C(C=C(O)C(O)=C3)=C3C=C4NC(CCC(O)=O)=O)C4=NCC2)=O)CO)=O)=O)=O)=O)C(O)C)=O)=O)C1=O
Azoverdin A	ON(C(C)=O)CCCC(C(O)=O)NC(C(CO)NC(C(CCCN(O)C(C)=O)NC(C1N=C(C(CCO)NC(C(CCO)NC(C2NC3=[N+](C(C=C(O)C(O)=C4)=C4C=C3NC(CCC(O)=O)=O)CC2)=O)=O)NCC1)=O)=O)=O
Pyoverdin PS 6.10	OC1=CC2=C(C=C(NC(CCC(O)=O)=O)C3=NCCC(C(NC(C)C(NC(CCCN)C(NC(C(C(O)=O)O)C(NC(CCN)C(NC(CCCN(O)C(C)=O)C(NC(C(O)=O)CCCCN)=O)=O)=O)=O)=O)=O)N23)C=C1O
Celogenamide A	O=C(C(CC1=CC=C(O)C=C1)NC(C2CCCN2C(C(CC3)NC3=O)=O)=O)NC(C(NC(C(C)C)C(NC(C(NC4CO)=O)CC5=CC=CC=C5)=O)=O)N(C=C6CC(C(NC(C(O)=O)CCCCN)=O)NC4=O)C7=C6C=CC=C7
Phenelfamycin	C/C=C\C=C\C(C(C)(C1O)C)OC(C(C(NC/C=C/C=C(C(C(C(CC2O)OC2/C=C/C=C/C=C/C(O)=O)C)OC)\C)=O)COC(OC3C)CC(OC)C3OC(OC4C)CC(C4OC(CC5OC)OC(C5O)C)OC)(C1)O
Phenelfamycin	C/C=C\C=C\C(C(C)(C1O)C)OC(C(C(NC/C=C/C=C(C(C(C(CC2O)OC2/C=C/C=C/C=C/C(O)=O)C)OC)\C)=O)COC(OC3C)CC(OC)C3OC(OC4C)CC(C4OC(CC5OC)OC(C5O)C)OC)(C1)O
Barangamides	CCC(C)C(N(C(C(CC(C)C)NC(CCNC(C(NC(C(N(C(C(NC(CCNC(C(C)NC(C(C(C)C)N(C)C(C(C(C)CC)NC(CCN1)=O)=O)=O)=O)=O)CC(C)C)=O)C)C(CC)C)=O)C(C)O)=O)=O)=O)C)C1=O
