NAME	Molecular Weight	SMILE Format	SOURCE	ACTIVITY
Cyanopeptolin B	943.153	O=C(C(C(C)C)NC(C(N1C)CC2=CC=CC=C2)=O)OC(C(NC(C(NC(CCCCC)=O)CC(O)=O)=O)C(NC(C(NC(CCC3O)C(N3CC(C(C)C)C1=O)=O)=O)CCCCNC)=O)C		
Schulzeine C	943.189	OC1=CC(O)=CC2=C1C(CCC(NC(CCCCCCCCCCCCC(OS(=O)(O)=O)CCC(C(OS(=O)(O)=O)CCCCCCCCCC)OS(=O)(O)=O)=O)C3=O)N3CC2		
Didemnin A	943.193	O=C(OC(C(NC(C(NC)CC(C)C)=O)C(NC1C(C)CC)=O)C)C(N(C(C2N(CCC2)C(C(NC(C(C(C(C(C)C)OC(CC1O)=O)=O)C)=O)CC(C)C)=O)=O)C)CC3=CC=C(OC)C=C3		
Patellin 3	943.259	O=C(NC(C(C)C)C(N1C2CCC1)=O)C3N(C(C(CC(C)C)NC(C(NC(C4CSC(C(CC(C)C)NC(C(C(C)OC(C)(C)C=C)NC2=O)=O)=N4)=O)C(C)OC(C)(C)C=C)=O)=O)CCC3		
Keramamide A	943.54	ClC1=CC(NC=C2CC(C(NC(C3=O)CC4=CC=CC=C4)=O)N(C)C(C(NC(C(NC(C(NC(NC(C(O)=O)CC5=CC=CC=C5)=O)CCCCN3)=O)CC(C)C)=O)CC(C)C)=O)=C2C=C1O		
Micropeptin SD944	945.125	O=C(NC1C(N(C2C(C)CC)C(O)CC1)=O)C(CCCCN)NC(C(C(C)OC(C(C(C)C)NC(C(N(C)C2=O)CC3=CC=C(O)C=C3)=O)=O)NC(C(CC(O)=O)NC(CCCCC)=O)=O)=O		
Variapeptin	945.125	CCC(CC1C(OC(O)(C(O)(C(NC(C(OC(C(NC2=O)CO)=O)C(C)C)C(N3NCCCC3C(N(O)C(C(N(C(CC4=CC=CC=C4)C(N5NCCCC52)=O)C)=O)C)=O)=O)=O)C)CC1)C)C		
Antibiotic LI-F	945.173	O=C(C(C(O)C)NC(C(CC1=CC=CC=C1)NC(C(C(C)C)NC(C(NC(CC(O)CCCCCCCCCCCCNC(N)=N)=O)C(C)O2)=O)=O)=O)NC(CCC(N)=O)C(NC(C)C2=O)=O		
Alterobactin B	945.894	O=C(NCCCCC(C(O)CC(NC(C(NCC(NC(CCCNC(N)=N)C(NC(C(C(O)=O)O)C(NCC(NC(C(C(O)=O)O)C(O)=O)=O)=O)=O)=O)=O)CO)=O)N)C1=CC=CC(O)=C1O		
Muraymycin C<p2>1<p0>	945.982	OC(C(C(C)C)NC(NC(C(N1)CCNC1=N)C(NC(C(O)C(C)C)C(NCCCNC(C(C2C(O)C(O)C(N(C(N3)=O)C=CC3=O)O2)OC4OC(CN)C(O)C4OC)C(O)=O)=O)=O)=O)=O		
Bifloratoxin	946.053	O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](COC(C)=O)O[C@@H](OC3CC(C(O)=O)(C(O)=O)C(CCC4(C5O)C6CCC(C5=C)C4)C6(C)C3)[C@H](NC(CC(C)C)=O)[C@H]2OC(CC(O)C7=CC=CC=C7)=O)[C@H](O)[C@@H]1O		
Discobahamin B	946.116	CC(CC(NC(C(C(CC)C)O)=O)C(NC(C(N1C(C(NC(C(C(NC(C2=NC(/C=C/C(NC3CC4=CNC5=C4C=C(O)C=C5)=O)=CO2)C)=O)=O)CC(C)C)=O)CCC1)=O)CCCNC3=O)=O)C		
Sagittamide A	946.142	CC(OC(C(OC(C)=O)C(OC(C)=O)C(O)C(OC(C)=O)C(OC(C)=O)CCCC(NC(C(C)C)C(O)=O)=O)CCCCCCCCCCCCCCCC(NC(C(O)=O)CCCN)=O)=O		
Lyngbyastatin 7	947.1	OC1=CC=C(CC(C(NC(C(C)C)C(OC(C)C(C(N/C(C(NC2C(N(C3CC4=CC=CC=C4)C(O)CC2)=O)=O)=C\C)=O)NC(C(CCC(N)=O)NC(CCCCC)=O)=O)=O)=O)N(C)C3=O)C=C1		
Streptothricin acids	947.106	O=C(CC(NC(C)=O)CCCNC(CC(CCCNC(CC(N)CCCNC(CC(N)CCCN)=O)=O)N)=O)NC1C(O)C(OC(N)=O)C(CO)OC1/N=C2NC(C(O)CN)C(C(O)=O)N\2		
Antibiotic KT 6291	947.145	CC(O)C(NC(C(NC(C(C(C)C)NC(C(C(C)OC1=O)NC(CC(O)CCCCCCCCCCCCNC(N)=N)=O)=O)=O)CC2=CC=C(O)C=C2)=O)C(NC(C(NC1C)=O)CC(N)=O)=O		
Antibiotic LI-F	947.145	O=C(C(C(O)C)NC(C(CC1=CC=C(O)C=C1)NC(C(C(C)C)NC(C(NC(CC(O)CCCCCCCCCCCCNC(N)=N)=O)C(C)O2)=O)=O)=O)NC(CC(N)=O)C(NC(C)C2=O)=O		
Myxochromide B	947.188	O=C(C(NC(C(CC(C)C)NC(C(C)NC1=O)=O)=O)CC(C)C)N2CCCC2C(NC(C)C(NC(C(OC(C)C1N(C)C(/C=C/C=C/C=C\C=C\C=C\C=C\C=C\CC)=O)=O)CCC(N)=O)=O)=O		
Pestahivin	947.276	CN(C(C(CC(C)C)NC1=O)=O)C(C(NC(CC(C)CCCC)C(N(C)C(C)C(OC(C(NC(C(N(C1CC(C)C)C)=O)CC(CCCC)C)=O)CCC#N)=O)=O)=O)CC2=CNC3=C2C=CC=C3		
Phenelfamycin	948.157	C/C=C\C=C\C(C(C)(C1O)C)OC(C(C(NC/C=C/C=C(C(C(C(CC2O)OC2/C=C/C=C/C=C/C(O)=O)C)OC)\C)=O)COC(OC3C)CC(OC)C3OC(OC4C)CC(C4O)OC)(C1)O		
Cylindrocyclin A	948.305	O=C(N(C)C(CC(C)C)C(NC(C)C(NC(CC(C)C)C(N(C)C(CC(C)C)C1=O)=O)=O)=O)C(NC(C(C)NC(C(N(C)C(C(C(CC)C)N(C)C(C(C)N1)=O)=O)CC(C)C)=O)=O)CC(C)C		
Plakoside A	948.465	OCC1C(O)C(O)C(OCC=C(C)C)C(OCC(C(O)CCCCCCCC(C2)C2CCCCCCCCCC)NC(C(O)CC/C=C/CCCCC(C3)C3CCCCCCCCCC)=O)O1		
Cycloheptamycin	949.116	O=C(N(C)C(CC1=CNC2=C1C=C(OC)C=C2)C(OC(C)C(NC(C(C(C)C)NC=O)=O)C(NC(CC(C=C3)=CC=C3OC)C(NC4C)=O)=O)=O)C([C@@H](CC)O)NC(C(C(C)CC)N(C)C4=O)=O	S.sp.	(g-pos., ) (Mycob.sp., )
Cycloheptamycin	949.116	COC1=CC2=C(C=C1)NC=C2CC3N(C)C(C(C(CC)O)NC(C(C(CC)C)N(C)C(C(C)NC(C(CC4=CC=C(OC)C=C4)NC(C(C(OC3=O)C)NC(C(NC=O)C(C)C)=O)=O)=O)=O)=O)=O		
Patellin 5	949.222	O=C(NC(C(C)C)C(N1C2CCC1)=O)C3N(C(C(C(C)C)NC(C(NC(C4CSC(C(CC5=CC=CC=C5)NC(C(COC(C)(C)C=C)NC2=O)=O)=N4)=O)C(C)OC(C)(C)C=C)=O)=O)CCC3		
Cymbidine A	949.962	CC(C(NC(C(C)C)C(NC(C(O)=O)CCC(NC(CCCC(C(O)=O)N)C(NC(C)C(O)=O)=O)=O)=O)=O)OC1C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C(CO3)OC3C1NC(C)=O		
Albomycin e; Ro 7-7731; Albomycin-A3; Grisein-3; Grisein-B	949.988	O=C(N1C)N(C=CC1=N)[C@@H]([C@H](O)[C@H]2O)SC2[C@@H](O)[C@@H](C(O)=O)NC([C@H](CO)NC([C@H](CCCN(O)C(C)=O)NC([C@H](CCCN(O)C(C)=O)NC([C@H](CCCN(O)C(C)=O)N)=O)=O)=O)=O	S.subtropicus; S.griseus	(K.pneum., ) (E.coli, .01) (P.vulg., .01) (Ps.aer., .1) (B.subt., .1) (S.lutea, 1) (S.aureus, 10)
Antibiotic 273a<p2>2<p0>	949.99	OC(C1OC(C(OC(/C(NC(SCC(C(O)=O)NC(C)=O)=S)=C/C)=O)C(C1O)OC(OC2C)CC(C2(O)C(OC(C(CC)C)=O)C)OC)COC(C)=O)(C(C(C(O)=O)=C3N)=O)CC3=O		
Banyaside B	950.024	OC1CC2(O3)C(OC4OC(COC(CCCCC)=O)C(O)C(O)C4O)C(C1)N(C(C(NC(C(OC)COS(=O)(O)=O)=O)CC(C)C)=O)C(C(NCCC5=CCN(C(N)=N)C5)=O)C2NC3=O		
Lipid X	950.285762	O[C@H]1[C@@H](OC(CC(O)CCCCCCCCCCC)=O)[C@@H](NC(CC(OC(CCCCCCCCCCCCCCC)=O)CCCCCCCCCCC)=O)[C@@H](OP(O)(O)=O)O[C@@H]1CO		
Acanthalactoside B	950.302	OCC(C1OC(OC(C2O)CO)C(C2O)O)OC(OCC(C(C(O)CCCCCCCC/C=C\CCCCCCCC)O)NC(C(CCCCCCCCCCCCCC)O)=O)C(O)C1O		
Albomycin d1; BAYi 3265A; Ro 7-7730; Albomycin-A2; Grisein-2	950.972	O=C(N1C)N(C=CC1=O)[C@@H]([C@H](O)[C@H]2O)SC2[C@@H](O)[C@@H](C(O)=O)NC([C@H](CO)NC([C@H](CCCN(O)C(C)=O)NC([C@H](CCCN(O)C(C)=O)NC([C@H](CCCN(O)C(C)=O)N)=O)=O)=O)=O	S.subtropicus, S.griseus	(K.pneum., ) (E.coli, .01) (P.vulg., .01) (Ps.aer., .01) (B.subt., .1) (S.aureus, .01) (S.lutea, 1)
Albomycin	950.972	ON(C(C)=O)CCCC(C(NC(C(NC(C(NC(C(NC(C(O)C(SC(N(C=CC1=O)C(N1C)=O)C2O)C2O)C(O)=O)=O)CO)=O)CCCN(C(C)=O)O)=O)CCCN(C(C)=O)O)=O)N		
Taxol	952.06	CC1=C(C(O)C(C2(C)C(OC3OCC(O)C(O)C3O)CC4C(CO4)(OC(C)=O)C2C5OC(C6=CC=CC=C6)=O)=O)C(C)(C)C5(O)CC1OC(C(O)C(C7=CC=CC=C7)NC(CCC(C)CC)=O)=O		
Q 6402A	952.075	O=C(C(CCC(O)=O)NC1=O)NC(C(NC(C2=CC=C(O)C=C2)C(NC3(CC3C)C(OC(C)C(C(N(C1CC4=CC=CC=C4)C)=O)NC(CCCC(C)C)=O)=O)=O)=O)CC5=CNC6=C5C=C(O)C=C6		
Microcystin	952.16	COC(C(C)/C=C(C)/C=C/C(C(C(NC(CCC(N(C)C(C(NC(C)C1=O)=O)=C)=O)C(O)=O)=O)C)NC(C(CC(C)C)NC(C(C)C(C(O)=O)NC(C(N1)CC(C)C)=O)=O)=O)CC2=CC=CC=C2		
Anabaenopeptilide 90A	953.06	O=CNC(CCC(N)=O)C(NC1C(NC(CCC2=CC=C(O)C=C2)C(NC3C(N(C(C(C)O)C(N(C)C(C(NC(C(OC1C)=O)C(CC)C)=O)CC4=CC=C(OC)C=C4)=O)C(O)CC3)=O)=O)=O)=O		
Microcystin	953.108	COC(C(C)/C=C(C)/C=C/C(C(C(NC(CCC(N(C)C(C(NC(C)C1=O)=O)=C)=O)C(O)=O)=O)C)NC(C(C)NC(C(C)C(C(O)=O)NC(C(N1)CCCNC(N)=N)=O)=O)=O)CC2=CC=CC=C2		
Promothiocin B	954.007	O=C(NC(C(NC(C(NC(C(N)=O)=C)=O)=C)=O)=C)C1=NC(C2=C(C)OC(C(NC(C3=CSC(C(NC4=O)C)=N3)=O)C)=N2)=C(C5=NC(C(NC(C(C)C)C(NCC6=NC4=C(C)O6)=O)=O)=CS5)C=C1		
Nostopeptin A	955.164	CCC(C)C(NC(C(CC1=CC=C(O)C=C1)N(C)C2=O)=O)C(OC3C(C(NC(CC(C)C)C(NC4C(N(C2C(C)CC)C(O)CC4)=O)=O)=O)N(C(C(NC(CCC)=O)CCC(N)=O)=O)CC3C)=O		
Methylenedidemnin A	955.204	O=C(C(NC(C(C(C(C(C)C)OC(CC(C(NC(C(C(OC1=O)C)N(C2=O)CN(C2CC(C)C)C)=O)C(C)CC)O)=O)=O)C)=O)CC(C)C)N3CCCC3C(N(C1CC4=CC=C(OC)C=C4)C)=O		
Kulokekahilide 1	955.207	CC(CC1=CC=CC=C1)C(C(N2CCCC2C(NC(C(C)C(OC(CC3=CC=CC=C3)C4=O)=O)CCC)=O)=O)NC(C5N(C(C(N(C)C(C(OC(C6N4CCC6)=O)C(C)C)=O)C(C)C)=O)CCC5)=O		
Majusculamide C	955.208	O=C1C(N(C)C(C(C(C)C)N(C)C(CNC(C(C(C)CC)N(C)C(CNC(C(C(C)CC)OC(C(C)C(CC)NC(C(C)NC(C(C)(C)C(C(C)N1)=O)=O)=O)=O)=O)=O)=O)=O)=O)CC2=CC=CC=C2		
Hexadellin B	955.462	BrC1=C(OCCCNC(CCCCCCCCCCCCCCC)=O)C(Br)=CC(CCNC(C2=NOC3(C2)C(O)C(Br)=C(C(Br)=C3)OC)=O)=C1		
Nostopeptin BN920	955.504	CC(CC(C(NC1CCC(O)N(C2CC3=CC=CC=C3)C1=O)=O)NC(C(NC(C(CCC(N)=O)NC(C)=O)=O)C(C)OC(C(C(C)C)NC(C(CC4=CC=C(O)C(Cl)=C4)N(C)C2=O)=O)=O)=O)C		
Vesparioside A	955.907	OC1C(O)C(OC2OC(C(O)CO)C(OC3CCC(C(CO)O)O3)C2OC4OC(C(O)CO)C(O)C4O)C(OCC5C(O)C(O)C(O)C(OCC(NC(C(O)C)=O)C(O)C(O)C)O5)OC1		
Insulapeptolide A	956.152	O=C(NC(C(OC1C(C(NC(CC(C)C)C(NC2C(N(C(C(CC)C)C3=O)C(O)CC2)=O)=O)=O)N(C(C(NC(C)=O)CCCNC(N)=O)=O)CC1C)=O)C(CC)C)C(N3C)CC4=CC=C(O)C=C4		
Cyanopeptolin A	957.14	CC(C(NC(C(NC(CCCCC)=O)CC(O)=O)=O)C(NC(CCCNC(N)=N)C(NC1CCC(O)N(C1=O)C(C(N(C2CC3=CC=CC=C3)C)=O)CC(C)C)=O)=O)OC(C(C(C)C)NC2=O)=O		
Oscillamide C	957.143	OC1=CC=C(CCC(NC(C(C(C)CC)NC(C(NC(NC(C(O)=O)CCCNC(N)=N)=O)CCCCN2)=O)=O)C(N(C(C(NC(C2=O)CC3=CC=CC=C3)=O)CCC4=CC=C(O)C=C4)C)=O)C=C1		
Cyanopeptolin B	957.18	O=C(C(C(C)C)NC(C(N1C)CC2=CC=CC=C2)=O)OC(C(NC(C(NC(CCCCC)=O)CC(O)=O)=O)C(NC(C(NC(CCC3O)C(N3CC(C(C)C)C1=O)=O)=O)CCCCN(C)C)=O)C		
Schulzeine A	957.216	OC1=CC2=C(C(CCC(NC(CCCCCCCCCCCCC(OS(=O)(O)=O)CCC(C(OS(=O)(O)=O)CC(C)CCCCCCCC)OS(=O)(O)=O)=O)C3=O)N3CC2)C(O)=C1		
Psammaplysin A	957.434	BrC1=C(OCCCNC(C2=NOC3(C2O)CC(Br)=C(C(Br)=CO3)OC)=O)C(Br)=CC(CCNC(CCCCCCCCCCCC(C)C)=O)=C1		
Marinobactins	958.077	O=C(NCCC(C(NC(CO)C(NC(CCCN(O)C(C)=O)C(NC(CO)C(NC(CCCN(O)C(C)=O)C(O)=O)=O)=O)=O)=O)NC1=O)C(C1NC(CCCCC/C=C/CCCCCC)=O)O		
Thalassospiramide A	958.164	OCC(NC(C(C(C)C)NC(C(CO)NC(C/C=C\CCCCCC)=O)=O)=O)C(O)CC(NC(C(C)C)C(NC(COC1=O)/C=C/C(NC(C(N(C)C1CC2=CC=C(O)C=C2)=O)C(C)C)=O)=O)=O		
Pompanopeptin B	958.167	OC1=CC=C(CCCCC(C(NC(CCC2=CC=C(O)C=C2)C(NCCCCC(NC(NC(C(CC)C)C(O)=O)=O)C3=O)=O)=O)N(C)C(C(CCC4=CC=C(O)C=C4)NC(C(N3)C(C)C)=O)=O)C=C1		
Nephilatoxin 6	958.264	O=C(C(CC(N)=O)NC(CC1=CNC2=C1C=CC(O)=C2)=O)NCCCCCNC(CCNCCCCNC(CCNCCCCNC(CCNCCCCNC(CCNCCCCN)=O)=O)=O)=O		
RA-IX	959.019	O=C(NC(C(N(C)C(C1=O)CC2=CC=C(OC3=CC(CC(C(NC(C(N4C5CCC4=O)=O)C)=O)N1C)=CC=C3OC(OC(C6O)CO)C(C6O)O)C=C2)=O)C)C(N(C5=O)C)CC7=CC=C(OC)C=C7		
Chitinovorin D	959.047	OC(C(N)CCCC(NC(C1=O)(NC=O)C2N1C(C(O)=O)=C(COC(CC(O)C(NC(C(NC(CC(C(CCCNC(N)=N)NC(C(C)N)=O)O)=O)C)=O)CCCNC(N)=N)=O)CS2)=O)=O		
Micropeptin A	959.152	O=C(NC1C(N(C(CC(C)C)C(N(C(CC2=CC=C(O)C=C2)C(NC(C(C)C)C(OC(C)C3NC(C(CCC(O)=O)NC(CCCCC)=O)=O)=O)=O)C)=O)C(O)CC1)=O)C(CCCCN)NC3=O		
Myxochromide B	959.199	O=C(C(NC(C(CC(C)C)NC(C(C)NC1=O)=O)=O)CC(C)C)N2CCCC2C(NC(C)C(NC(C(OC(C)C1N(C)C(/C=C/C=C/C=C\C=C\C=C\C=C\C=C\C=C\C)=O)=O)CCC(N)=O)=O)=O		
Supprescin B	959.866	OCC1C(O)C(O)C(O)C(OC2C(O)C(NC(C)=O)C(OCC(N)C(NC(CO)C(NCC(NC(CC(O)=O)C(NC(CCC(O)=O)C(NC(C(C)O)C(O)=O)=O)=O)=O)=O)=O)OC2CO)O1		
YM 254890	960.092	CC(OC(C(N(C)C1=O)C(OC)C)=O)C(NC(C)=O)C(OC(C(N(C(C(NC(C)C(N(C(C(NC1C(C(C)C)OC(C(NC(C)=O)C(O)C(C)C)=O)=O)C)C)=O)=O)=C)C)=O)CC2=CC=CC=C2)=O		
Marinobactins	960.093	O=C(NCCC(C(NC(CO)C(NC(CCCN(O)C(C)=O)C(NC(CO)C(NC(CCCN(O)C(C)=O)C(O)=O)=O)=O)=O)=O)NC1=O)C(C1NC(CCCCCCCCCCCCC)=O)O		
Microcystin	960.095	COC(C(C)/C=C(C)/C=C/C(C(C(NC(CCC(N(C)C(C(NC(C)C1=O)=O)=C)=O)C(O)=O)=O)C)NC(C(C)NC(C(C(C(O)=O)NC(C(N1)CC2=CC=C(O)C=C2)=O)C)=O)=O)CC3=CC=CC=C3		
Bouvardin	961.035	CN(C(C(C)NC(C(CC1=CC=C(OC)C=C1)N2C)=O)=O)C(CC3=CC=C(O4)C=C3)C(N(C(CC5=CC=C(OC6C(O)C(O)C(O)C(COC(C)=O)O6)C4=C5)C(NC(C)C(NC(C)C2=O)=O)=O)C)=O		
Cyanopeptolin 880	961.094	OC1=CC=C(CCC(NC(C(C(C)OC(C(C(CC)C)NC2=O)=O)NC(C(OC)C(S(=O)(O)=O)O)=O)=O)C(NC3C(N(C(C(N(C)C2CC4=CC=CC=C4)=O)C(CC)C)C(O)CC3)=O)=O)C=C1		
<h1>Staphylococcus aureus<h0> Autoinducing peptide 1	961.116	CC(CC)C(NC(C(CC1=CC=CC=C1)NC2=O)=O)C(NC(CCSC)C(SCC(C(NC2CC(O)=O)=O)NC(C(C(O)C)NC(C(CO)NC(C(CC3=CC=C(O)C=C3)N)=O)=O)=O)=O)=O		
Lyngbyastatin 8	961.127	OC1=CC=C(CC(C(NC(C(C)C)C(OC(C(NC(C(C(C)C)NC(C(C)NC(CCC)=O)=O)=O)C2=O)C)=O)=O)N(C(C(CC3=CC=CC=C3)N4C(O)CCC(NC(/C(N2)=C/C)=O)C4=O)=O)C)C=C1		
Antibiotic LI-F	961.172	O=C(C(C(O)C)NC(C(CC1=CC=C(O)C=C1)NC(C(C(C)C)NC(C(NC(CC(O)CCCCCCCCCCCCNC(N)=N)=O)C(C)O2)=O)=O)=O)NC(CCC(N)=O)C(NC(C)C2=O)=O		
Acyclodidemnin A	961.208	O=C(C(NC(C(C(C(C(C)C)OC(CC(C(NC(C(NC(C(CC(C)C)NC)=O)C(O)C)=O)C(C)CC)O)=O)=O)C)=O)CC(C)C)N1CCCC1C(N(C(C(O)=O)CC2=CC=C(OC)C=C2)C)=O		
Micropeptin 90	962.042	OC1=CC=C(CC(N2C)C(NC(C(OC(C(NC(C(COS(O)(=O)=O)O)=O)C(NC(C(NC(CCC3O)C(N3C(C2=O)CC4=CC=CC=C4)=O)=O)CCCNC(N)=N)=O)C)=O)C(C)C)=O)C=C1		
Antibiotic WS 7622	962.071	O=C(C(CC1=CC=CC=C1)N2C(C(NC(/C(NC(C(NC(C(CCCN3)NC(C(C)C)=O)=O)C(OC(C(C(C)C)N4)=O)C)=O)=C/C)=O)CCC2O)=O)N(C)C(C4=O)CC5=CC(O)=C(O)C=C5NC3=O		
Molassamide	963.099	OC1CCC(NC(/C(NC(C(C(C)OC(C(C(C)C)N2)=O)NC(C(C(O)C)NC(C(C)NC(CCC)=O)=O)=O)=O)=C/C)=O)C(N1C(CC3=CC=CC=C3)C(N(C(CC4=CC=C(O)C=C4)C2=O)C)=O)=O		
Galantin-1	963.193	O=C(NC(C)C(NC(CN)C(NC(CCCN)C(NC1C(O)CC(OC1)CC(NC(CNC)C(NCC(NCCCNCCCCN)=O)=O)=O)=O)=O)=O)C(O)C(O)CC(O)C(CCCCN)N	Bacillus pulvifaciens	(g-pos., ) (g-neg., ) (B.subt., 3.1) (S.aureus, 1.6) (K.pneum., 3.1) (Mycob.tub., 2.5)
Patellin 6	963.249	O=C(NC(C(C)C)C(N1C2CCC1)=O)C3N(C(C(CC4=CC=CC=C4)NC(C(NC(C5CSC(C(C(C)C)NC(C(C(C)OC(C)(C)C=C)NC2=O)=O)=N5)=O)C(C)OC(C)(C)C=C)=O)=O)CCC3		
Antibiotic SQ 28504	963.96	O=C(C)NC1C(OC(CO)C(O)C1O)OC(C)C(C(NC(C(O)=O)CO)=O)NC(C(CCCCN)NC(C2NC(CO)C(C2)OC3C(NC(C)=O)C(O)C(OS(O)(=O)=O)C(CO)O3)=O)=O		
Lyciumins	964.046	O=C(C(CC1=CN(C2NC(C(CC3=CC=C(O)C=C3)NC(C4CCCN4C(C(CC5)NC5=O)=O)=O)=O)C6=C1C=CC=C6)NC(C(CO)NC(C(CC7=CC=CC=C7)NC(C(C(C)C)NC2=O)=O)=O)=O)O		
Antibiotic CBS 154-94A	964.086	OC1=CC=C(C(NC(C(NC(C(CCC(O)=O)NC(C(CC2=CC=CC=C2)N3C)=O)=O)CC4=CNC5=C4C=C(O)C=C5)=O)C(NC6(CC6)C(OC(C)C(NC(CCC7CCCCC7)=O)C3=O)=O)=O)C=C1		
Cyanopeptolin 963A	964.127	CCCCCC(NC(CC(O)=O)C(NC1C(C)OC(C(C(C)C)NC(C(N(C)C(C(N2C(O)CCC(NC(C(CC3=CC=C(O)C=C3)NC1=O)=O)C2=O)CC(C)C)=O)CC4=CC=CC=C4)=O)=O)=O)=O		
Phenelfamycin	964.156	C/C=C\C=C\C(C(C)(C1O)C)OC(C(C(NC/C=C/C=C(C(C(C(CC2O)OC2/C=C/C=C/C=C/C(O)=O)C)OC)\C)=O)COC(OC3C)CC(OC)C3OC(OC4C)CC(C4O)OC)(C1O)O		
Micropeptin EI 992	965.075	CC(NC(CC(O)=O)C(NC(C(NC(CCCNC(N)=N)C(NC1C(N(C(C(N(C)C(CC2=CC=C(O)C=C2)C3=O)=O)CC4=CC=CC=C4)C(O)CC1)=O)=O)=O)C(C)OC(C(N3)C(CC)C)=O)=O)=O		
BZR-Cotoxin II	965.196	O=C(N(C)C(C(OC(C(NC1(C(OC(C(N(C)C(C(N(C)C(C(C)C)C(NC2C(O)C)=O)=O)CC(CO)C)=O)CC(C)C)=O)CC1)=O)CC(C)C)=O)C)C3CC(CN3C(C(OC2=O)C(C)C)=O)C		
Q 6402A	966.102	O=C(C(CCC(O)=O)NC1=O)NC(C(NC(C2=CC=C(O)C=C2)C(NC3(CC3C)C(OC(C)C(C(N(C1CC4=CC=CC=C4)C)=O)NC(CCCCC(C)C)=O)=O)=O)=O)CC5=CNC6=C5C=C(O)C=C6		
Somamide A	966.161	OC1=CC=C(CC(C(NC(C(C)C)C(OC(C)C(C(N/C2=C\C)=O)NC(C(CCS(C)=O)NC(CCCCC)=O)=O)=O)=O)N(C)C(C(N3C(O)CCC(NC2=O)C3=O)CC4=CC=CC=C4)=O)C=C1		
Micropeptin T20	966.978762	CC(OC(C(C(C)CC)NC(C(N1C)CC2=CC=C(O)C=C2)=O)=O)C(NC(C(O)COP(O)(O)=O)=O)C(NC(CC3=CC=CC=C3)C(NC4C(N(C(C1=O)CC5=CC=CC=C5)C(O)CC4)=O)=O)=O		
Acidocin J1229	967.114	O=C(C(NC(CN)=O)CC(N)=O)N(CCC1)C1C(NC(CCCCN)C(NC(C(C)C)C(NC(C)C(NC(CC2=CNC=N2)C(NC(CS)C(NC(C)C(NC(CO)C=O)=O)=O)=O)=O)=O)=O)=O	Lactobacillus acidophilus JCM 1229	(bactericidal, ) (pore-forming peptide, )
Microcystin	967.135	CC(/C=C(C)/C=C/C(C(C(NC(CCC(NC(C(NC(C)C1=O)=O)=C)=O)C(O)=O)=O)C)NC(C(CCCNC(N)=N)NC(CC(C(O)=O)NC(C(N1)CC(C)C)=O)=O)=O)C(OC)CC2=CC=CC=C2		
Circulocin ^g	967.264	NC(NCCCCCCCCCCCCCCCCC(O)CC(NC(C(NC(C(NC(C(NC(C(O)C)C(NC(C(NC1C)=O)CC(N)=O)=O)=O)C(C)CC)=O)CC(C)C)=O)C(C)OC1=O)=O)=N		
Heptadepsin	968.208	CC(C(NC(C(C(C)C)NC(C(NC(CC(O)CCCCCCCCCCCCCCNC(N)=N)=O)COC(C(C)NC(C(NC(C(NC1=O)CO)=O)CC(N)=O)=O)=O)=O)=O)C(NC1C)=O)CC		
BZR-Cotoxin I	968.244	O=C(N(C)C(C(NC(C(OC(C(C)C)C(N(C)C(C(OC(C(N(C)C(C1=O)C(O)C)=O)C(C)C)=O)C)=O)=O)CO)=O)CC(C)C)C(N(C)C(C(N(C)C(C(N1)CC(C)C)=O)C(C)CC)=O)C(C)C		
Kororamide	969.187	CC(C)CC(C(NC(C1=NC(C(NC(C(N2C(C(NC(C(NC(CC(C)C)C3=NC(C(NC4C(CC)C)=O)CS3)=O)CO)=O)CCC2)=O)CC(N)=O)=O)=CS1)CC5=CC=C(O)C=C5)=O)NC4=O		
Dolastatin 11	969.235	O=C(C(C)(C(C(NC(C(N(C(C(N(C(CNC(C(N(C(CNC1C)=O)C)CC(C)C)=O)=O)C)C(C)C)=O)C)CC2=CC=CC=C2)=O)C)=O)C)NC(C(N(C(C(C(OC1C(CC)=O)=O)C)CC)C)=O)C		
Microcystin	970.043	COC(C(C)/C=C(C)/C=C/C(C(C(NC(CCC(NC(C(NC(C)C1=O)=O)=C)=O)C(O)=O)=O)C)NC(C(CCC(OC)=O)NC(CC(C(O)=O)NC(C(N1)CCC(O)=O)=O)=O)=O)CC2=CC=CC=C2		
Insulapeptolide A	970.179	O=C(NC(C(OC1C(C(NC(CC(C)C)C(NC2C(N(C(C(CC)C)C3=O)C(O)CC2)=O)=O)=O)N(C(C(NC(C)=O)CCCNC(N)=O)=O)CC1C)=O)C(CC)C)C(N3C)CC4=CC=C(OC)C=C4		
Microcystin	970.193	COC(C(C)/C=C(C)/C=C/C(C(C(NC(CCC(N(C)C(C(NC(C)C1=O)=O)=C)=O)C(O)=O)=O)C)NC(C(CCSC)NC(C(C)C(C(O)=O)NC(C(N1)CC(C)C)=O)=O)=O)CC2=CC=CC=C2		
